2022-12-17 20:54:35,818 INFO    StreamThr :10799 [internal.py:wandb_internal():88] W&B internal server running at pid: 10799, started at: 2022-12-17 20:54:35.815859
2022-12-17 20:54:35,821 DEBUG   HandlerThread:10799 [handler.py:handle_request():139] handle_request: status
2022-12-17 20:54:35,823 DEBUG   SenderThread:10799 [sender.py:send_request():317] send_request: status
2022-12-17 20:54:35,824 INFO    WriterThread:10799 [datastore.py:open_for_write():75] open: /Users/christoszacharopoulos/projects/ny_short_rental_prediction/src/eda/wandb/run-20221217_205435-2p0u6sja/run-2p0u6sja.wandb
2022-12-17 20:54:35,825 DEBUG   SenderThread:10799 [sender.py:send():303] send: header
2022-12-17 20:54:35,862 DEBUG   SenderThread:10799 [sender.py:send():303] send: run
2022-12-17 20:54:40,876 DEBUG   HandlerThread:10799 [handler.py:handle_request():139] handle_request: keepalive
2022-12-17 20:54:42,465 DEBUG   HandlerThread:10799 [handler.py:handle_request():139] handle_request: check_version
2022-12-17 20:54:42,473 INFO    SenderThread:10799 [dir_watcher.py:__init__():216] watching files in: /Users/christoszacharopoulos/projects/ny_short_rental_prediction/src/eda/wandb/run-20221217_205435-2p0u6sja/files
2022-12-17 20:54:42,473 INFO    SenderThread:10799 [sender.py:_start_run_threads():928] run started: 2p0u6sja with start time 1671303275.798778
2022-12-17 20:54:42,473 DEBUG   SenderThread:10799 [sender.py:send():303] send: summary
2022-12-17 20:54:42,474 INFO    SenderThread:10799 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-17 20:54:42,475 DEBUG   SenderThread:10799 [sender.py:send_request():317] send_request: check_version
2022-12-17 20:54:43,078 DEBUG   HandlerThread:10799 [handler.py:handle_request():139] handle_request: run_start
2022-12-17 20:54:43,100 DEBUG   HandlerThread:10799 [system_info.py:__init__():31] System info init
2022-12-17 20:54:43,101 DEBUG   HandlerThread:10799 [system_info.py:__init__():46] System info init done
2022-12-17 20:54:43,101 INFO    HandlerThread:10799 [system_monitor.py:start():150] Starting system monitor
2022-12-17 20:54:43,101 INFO    SystemMonitor:10799 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-12-17 20:54:43,102 INFO    HandlerThread:10799 [system_monitor.py:probe():168] Collecting system info
2022-12-17 20:54:43,102 INFO    SystemMonitor:10799 [interfaces.py:start():168] Started cpu
2022-12-17 20:54:43,103 DEBUG   HandlerThread:10799 [system_info.py:probe():195] Probing system
2022-12-17 20:54:43,103 INFO    SystemMonitor:10799 [interfaces.py:start():168] Started disk
2022-12-17 20:54:43,104 INFO    SystemMonitor:10799 [interfaces.py:start():168] Started memory
2022-12-17 20:54:43,110 INFO    SystemMonitor:10799 [interfaces.py:start():168] Started network
2022-12-17 20:54:43,117 DEBUG   HandlerThread:10799 [system_info.py:_probe_git():180] Probing git
2022-12-17 20:54:43,158 DEBUG   HandlerThread:10799 [system_info.py:_probe_git():188] Probing git done
2022-12-17 20:54:43,158 DEBUG   HandlerThread:10799 [system_info.py:probe():241] Probing system done
