2022-12-17 21:21:27,093 INFO    StreamThr :14945 [internal.py:wandb_internal():88] W&B internal server running at pid: 14945, started at: 2022-12-17 21:21:27.091808
2022-12-17 21:21:27,096 DEBUG   HandlerThread:14945 [handler.py:handle_request():139] handle_request: status
2022-12-17 21:21:27,098 DEBUG   SenderThread:14945 [sender.py:send_request():317] send_request: status
2022-12-17 21:21:27,099 INFO    WriterThread:14945 [datastore.py:open_for_write():75] open: /Users/christoszacharopoulos/projects/ny_short_rental_prediction/src/eda/wandb/run-20221217_212126-27wtn7qv/run-27wtn7qv.wandb
2022-12-17 21:21:27,099 DEBUG   SenderThread:14945 [sender.py:send():303] send: header
2022-12-17 21:21:27,099 DEBUG   SenderThread:14945 [sender.py:send():303] send: run
2022-12-17 21:21:29,615 DEBUG   HandlerThread:14945 [handler.py:handle_request():139] handle_request: check_version
2022-12-17 21:21:29,624 INFO    SenderThread:14945 [dir_watcher.py:__init__():216] watching files in: /Users/christoszacharopoulos/projects/ny_short_rental_prediction/src/eda/wandb/run-20221217_212126-27wtn7qv/files
2022-12-17 21:21:29,624 INFO    SenderThread:14945 [sender.py:_start_run_threads():928] run started: 27wtn7qv with start time 1671304886.904669
2022-12-17 21:21:29,625 DEBUG   SenderThread:14945 [sender.py:send():303] send: summary
2022-12-17 21:21:29,625 INFO    SenderThread:14945 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-17 21:21:29,626 DEBUG   SenderThread:14945 [sender.py:send_request():317] send_request: check_version
2022-12-17 21:21:30,378 DEBUG   HandlerThread:14945 [handler.py:handle_request():139] handle_request: run_start
2022-12-17 21:21:30,400 DEBUG   HandlerThread:14945 [system_info.py:__init__():31] System info init
2022-12-17 21:21:30,400 DEBUG   HandlerThread:14945 [system_info.py:__init__():46] System info init done
2022-12-17 21:21:30,400 INFO    HandlerThread:14945 [system_monitor.py:start():150] Starting system monitor
2022-12-17 21:21:30,401 INFO    SystemMonitor:14945 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-12-17 21:21:30,401 INFO    HandlerThread:14945 [system_monitor.py:probe():168] Collecting system info
2022-12-17 21:21:30,402 INFO    SystemMonitor:14945 [interfaces.py:start():168] Started cpu
2022-12-17 21:21:30,402 DEBUG   HandlerThread:14945 [system_info.py:probe():195] Probing system
2022-12-17 21:21:30,402 INFO    SystemMonitor:14945 [interfaces.py:start():168] Started disk
2022-12-17 21:21:30,403 INFO    SystemMonitor:14945 [interfaces.py:start():168] Started memory
2022-12-17 21:21:30,409 INFO    SystemMonitor:14945 [interfaces.py:start():168] Started network
2022-12-17 21:21:30,417 DEBUG   HandlerThread:14945 [system_info.py:_probe_git():180] Probing git
2022-12-17 21:21:30,460 DEBUG   HandlerThread:14945 [system_info.py:_probe_git():188] Probing git done
2022-12-17 21:21:30,461 DEBUG   HandlerThread:14945 [system_info.py:probe():241] Probing system done
2022-12-17 21:21:30,461 DEBUG   HandlerThread:14945 [system_monitor.py:probe():177] {'os': 'macOS-12.6-x86_64-i386-64bit', 'python': '3.10.8', 'heartbeatAt': '2022-12-17T19:21:30.402697', 'startedAt': '2022-12-17T19:21:26.883826', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': 'EDA.ipynb', 'root': '/Users/christoszacharopoulos/projects/ny_short_rental_prediction', 'git': {'remote': 'https://github.com/Christonikos/ny_short_rental_prediction.git', 'commit': 'e67f685d5c04245c0e84f30f5fdb332c328d8e7f'}, 'email': 'christonik@gmail.com', 'host': 'Christoss-MacBook-Air-2.local', 'username': 'christoszacharopoulos', 'executable': '/Users/christoszacharopoulos/anaconda3/envs/mlflow-0e9571a96ae591e570c22265a3eeba9b0e437b1a/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2400, 'min': 2400, 'max': 2400}, 'cpu_freq_per_core': [{'current': 2400, 'min': 2400, 'max': 2400}], 'disk': {'total': 228.27386474609375, 'used': 129.76311492919922}, 'memory': {'total': 16.0}}
2022-12-17 21:21:30,461 INFO    HandlerThread:14945 [system_monitor.py:probe():178] Finished collecting system info
2022-12-17 21:21:30,461 INFO    HandlerThread:14945 [system_monitor.py:probe():181] Publishing system info
2022-12-17 21:21:30,461 DEBUG   HandlerThread:14945 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2022-12-17 21:21:30,462 DEBUG   HandlerThread:14945 [system_info.py:_save_pip():67] Saving pip packages done
2022-12-17 21:21:30,462 DEBUG   HandlerThread:14945 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2022-12-17 21:21:30,627 INFO    Thread-13 :14945 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/christoszacharopoulos/projects/ny_short_rental_prediction/src/eda/wandb/run-20221217_212126-27wtn7qv/files/wandb-summary.json
2022-12-17 21:21:30,627 INFO    Thread-13 :14945 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/christoszacharopoulos/projects/ny_short_rental_prediction/src/eda/wandb/run-20221217_212126-27wtn7qv/files/conda-environment.yaml
2022-12-17 21:21:30,627 INFO    Thread-13 :14945 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/christoszacharopoulos/projects/ny_short_rental_prediction/src/eda/wandb/run-20221217_212126-27wtn7qv/files/requirements.txt
2022-12-17 21:21:32,636 INFO    Thread-13 :14945 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/christoszacharopoulos/projects/ny_short_rental_prediction/src/eda/wandb/run-20221217_212126-27wtn7qv/files/conda-environment.yaml
2022-12-17 21:21:32,689 DEBUG   HandlerThread:14945 [system_info.py:_save_conda():86] Saving conda packages done
2022-12-17 21:21:32,689 DEBUG   HandlerThread:14945 [system_info.py:_save_code():89] Saving code
2022-12-17 21:21:32,689 WARNING HandlerThread:14945 [system_info.py:_save_code():91] unable to save code -- program entry not found
2022-12-17 21:21:32,689 DEBUG   HandlerThread:14945 [system_info.py:_save_patches():127] Saving git patches
2022-12-17 21:21:32,976 DEBUG   HandlerThread:14945 [system_info.py:_save_patches():169] Saving git patches done
2022-12-17 21:21:32,977 INFO    HandlerThread:14945 [system_monitor.py:probe():183] Finished publishing system info
2022-12-17 21:21:32,979 DEBUG   SenderThread:14945 [sender.py:send():303] send: files
2022-12-17 21:21:32,979 INFO    SenderThread:14945 [sender.py:_save_file():1171] saving file wandb-metadata.json with policy now
2022-12-17 21:21:32,980 INFO    SenderThread:14945 [sender.py:_save_file():1171] saving file diff.patch with policy now
2022-12-17 21:21:32,987 DEBUG   HandlerThread:14945 [handler.py:handle_request():139] handle_request: stop_status
2022-12-17 21:21:32,987 DEBUG   SenderThread:14945 [sender.py:send_request():317] send_request: stop_status
2022-12-17 21:21:33,643 INFO    Thread-13 :14945 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/christoszacharopoulos/projects/ny_short_rental_prediction/src/eda/wandb/run-20221217_212126-27wtn7qv/files/diff.patch
2022-12-17 21:21:33,644 INFO    Thread-13 :14945 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/christoszacharopoulos/projects/ny_short_rental_prediction/src/eda/wandb/run-20221217_212126-27wtn7qv/files/wandb-metadata.json
2022-12-17 21:21:33,725 DEBUG   SenderThread:14945 [sender.py:send():303] send: telemetry
2022-12-17 21:21:33,920 DEBUG   HandlerThread:14945 [handler.py:handle_request():139] handle_request: log_artifact
2022-12-17 21:21:33,921 DEBUG   SenderThread:14945 [sender.py:send_request():317] send_request: log_artifact
2022-12-17 21:21:33,928 DEBUG   HandlerThread:14945 [handler.py:handle_request():139] handle_request: pause
2022-12-17 21:21:33,928 INFO    HandlerThread:14945 [handler.py:handle_request_pause():696] stopping system metrics thread or process
2022-12-17 21:21:33,929 INFO    HandlerThread:14945 [system_monitor.py:finish():160] Stopping system monitor
2022-12-17 21:21:33,950 DEBUG   SystemMonitor:14945 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2022-12-17 21:21:33,950 DEBUG   SystemMonitor:14945 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2022-12-17 21:21:33,951 DEBUG   SystemMonitor:14945 [system_monitor.py:_start():141] Publishing last batch of metrics
2022-12-17 21:21:33,951 INFO    HandlerThread:14945 [interfaces.py:finish():173] Joined cpu
2022-12-17 21:21:33,952 INFO    HandlerThread:14945 [interfaces.py:finish():173] Joined disk
2022-12-17 21:21:33,952 INFO    HandlerThread:14945 [interfaces.py:finish():173] Joined memory
2022-12-17 21:21:33,952 INFO    HandlerThread:14945 [interfaces.py:finish():173] Joined network
2022-12-17 21:21:33,952 DEBUG   HandlerThread:14945 [handler.py:handle_request():139] handle_request: resume
2022-12-17 21:21:33,952 INFO    HandlerThread:14945 [handler.py:handle_request_resume():687] starting system metrics thread or process
2022-12-17 21:21:34,337 INFO    Thread-16 :14945 [upload_job.py:push():143] Uploaded file /var/folders/nm/0bj88r1s27zgjf_kjcfv1gqh0000gn/T/tmperoiplbqwandb/2m69wm7m-wandb-metadata.json
2022-12-17 21:21:34,556 INFO    Thread-17 :14945 [upload_job.py:push():143] Uploaded file /var/folders/nm/0bj88r1s27zgjf_kjcfv1gqh0000gn/T/tmperoiplbqwandb/1hdujdoc-diff.patch
2022-12-17 21:21:48,734 DEBUG   HandlerThread:14945 [handler.py:handle_request():139] handle_request: stop_status
2022-12-17 21:21:59,086 DEBUG   HandlerThread:14945 [handler.py:handle_request():139] handle_request: log_artifact
2022-12-17 21:21:59,091 DEBUG   HandlerThread:14945 [handler.py:handle_request():139] handle_request: pause
2022-12-17 21:21:59,091 INFO    HandlerThread:14945 [handler.py:handle_request_pause():696] stopping system metrics thread or process
2022-12-17 21:21:59,101 DEBUG   HandlerThread:14945 [handler.py:handle_request():139] handle_request: resume
2022-12-17 21:21:59,101 INFO    HandlerThread:14945 [handler.py:handle_request_resume():687] starting system metrics thread or process
2022-12-17 21:22:00,577 DEBUG   HandlerThread:14945 [handler.py:handle_request():139] handle_request: log_artifact
2022-12-17 21:22:00,581 DEBUG   HandlerThread:14945 [handler.py:handle_request():139] handle_request: pause
2022-12-17 21:22:00,582 INFO    HandlerThread:14945 [handler.py:handle_request_pause():696] stopping system metrics thread or process
2022-12-17 21:22:00,950 INFO    Thread-19 :14945 [upload_job.py:push():101] Uploaded file /Users/christoszacharopoulos/.cache/wandb/artifacts/obj/md5/ef/3368a9e6fbcece0f9cf05c39f1c1c3
2022-12-17 21:22:08,737 DEBUG   HandlerThread:14945 [handler.py:handle_request():139] handle_request: stop_status
2022-12-17 21:22:24,673 INFO    SenderThread:14945 [sender.py:send_request_log_artifact():1222] logged artifact source-nyc_airbnb-None - {'id': 'QXJ0aWZhY3Q6Mjk5NDExNjE5', 'digest': '4000b25ded0dc98679b88b62b57a2d79', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjQ3NDY4ODEz', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6Mjk5NDA4NzU4', 'versionIndex': 26}}, 'version': 'latest'}
2022-12-17 21:22:28,741 DEBUG   HandlerThread:14945 [handler.py:handle_request():139] handle_request: stop_status
2022-12-17 21:22:38,853 DEBUG   HandlerThread:14945 [handler.py:handle_request():139] handle_request: resume
